country,year,live_births
syr,2015,426666
syr,2016,409687
syr,2017,397213
tcd,2000,427246
tcd,2001,441231
tcd,2002,455218
tcd,2003,469075
tcd,2004,482697
tcd,2005,495976
tcd,2006,508841
tcd,2007,521325
tcd,2008,533481
tcd,2009,545347
tcd,2010,557006
tcd,2011,568564
tcd,2012,580118
tcd,2013,591729
tcd,2014,603419
tcd,2015,615173
tcd,2016,626938
tcd,2017,638623
tgo,2000,195847
tgo,2001,201670
tgo,2002,207460
tgo,2003,213055
tgo,2004,218338
tgo,2005,223219
tgo,2006,227664
tgo,2007,231743
tgo,2008,235524
tgo,2009,239033
tgo,2010,242292
tgo,2011,245325
tgo,2012,248182
tgo,2013,250923
tgo,2014,253606
tgo,2015,256286
tgo,2016,259001
tgo,2017,261770
tha,2000,912616
tha,2001,895509
tha,2002,880001
tha,2003,866074
tha,2004,853680
tha,2005,842655
tha,2006,832703
tha,2007,823302
tha,2008,813931
tha,2009,804222
tha,2010,793703
tha,2011,781986
tha,2012,769107
tha,2013,755256
tha,2014,740654
tha,2015,725666
tha,2016,710757
tha,2017,696472
tjk,2000,188072
tjk,2001,186877
tjk,2002,187063
tjk,2003,188780
tjk,2004,192043
tjk,2005,196790
tjk,2006,202830
tjk,2007,209685
tjk,2008,216850
tjk,2009,223938
tjk,2010,230563
tjk,2011,236425
tjk,2012,241436
tjk,2013,245534
tjk,2014,248625
tjk,2015,250673
tjk,2016,251729
tjk,2017,252017
tkm,2000,106686
tkm,2001,106478
tkm,2002,106736
tkm,2003,107267
tkm,2004,108084
tkm,2005,109446
tkm,2006,111724
tkm,2007,115096
tkm,2008,119517
tkm,2009,124732
tkm,2010,130243
tkm,2011,135428
tkm,2012,139726
tkm,2013,142731
tkm,2014,144271
tkm,2015,144350
tkm,2016,143179
tkm,2017,141256
tls,2000,39359
tls,2001,38934
tls,2002,38694
tls,2003,38733
tls,2004,39077
tls,2005,39684
tls,2006,40451
tls,2007,41228
tls,2008,41899
tls,2009,42426
tls,2010,42798
tls,2011,43044
tls,2012,43241
tls,2013,43453
tls,2014,43709
tls,2015,44030
tls,2016,44431
tls,2017,44899
ton,2000,2772
ton,2001,2793
ton,2002,2820
ton,2003,2847
ton,2004,2870
ton,2005,2887
ton,2006,2892
ton,2007,2887
ton,2008,2872
ton,2009,2847
ton,2010,2813
ton,2011,2773
ton,2012,2728
ton,2013,2684
ton,2014,2643
ton,2015,2607
ton,2016,2579
ton,2017,2559
tto,2000,18718
tto,2001,18801
tto,2002,18969
tto,2003,19188
tto,2004,19428
tto,2005,19660
tto,2006,19866
tto,2007,20036
tto,2008,20159
tto,2009,20218
tto,2010,20199
tto,2011,20090
tto,2012,19900
tto,2013,19640
tto,2014,19320
tto,2015,18951
tto,2016,18544
tto,2017,18116
tun,2000,167714
tun,2001,165833
tun,2002,164781
tun,2003,164630
tun,2004,165445
tun,2005,167452
tun,2006,170894
tun,2007,175686
tun,2008,181541
tun,2009,188066
tun,2010,194648
tun,2011,200606
tun,2012,205406
tun,2013,208668
tun,2014,210205
tun,2015,210021
tun,2016,208349
tun,2017,205729
tur,2000,1370334
tur,2001,1361362
tur,2002,1351433
tur,2003,1341598
tur,2004,1332402
tur,2005,1324399
tur,2006,1317969
tur,2007,1312993
tur,2008,1309256
tur,2009,1306611
tur,2010,1304789
tur,2011,1303420
tur,2012,1302032
tur,2013,1300192
tur,2014,1297613
tur,2015,1294085
tur,2016,1289543
tur,2017,1284142
tuv,2000,263
tuv,2001,261
tuv,2002,258
tuv,2003,254
tuv,2004,249
tuv,2005,245
tuv,2006,240
tuv,2007,237
tuv,2008,234
tuv,2009,232
tuv,2010,231
tuv,2011,231
tuv,2012,233
tuv,2013,235
tuv,2014,237
tuv,2015,240
tuv,2016,244
tuv,2017,248
tza,2000,1443168
tza,2001,1485377
tza,2002,1530430
tza,2003,1577760
tza,2004,1626677
tza,2005,1676067
tza,2006,1724679
tza,2007,1771595
tza,2008,1816213
tza,2009,1858301
tza,2010,1897979
tza,2011,1935778
tza,2012,1972774
tza,2013,2009936
tza,2014,2047794
tza,2015,2086732
tza,2016,2126903
tza,2017,2168155
uga,2000,1183073
uga,2001,1217566
uga,2002,1252708
uga,2003,1288230
uga,2004,1323963
uga,2005,1359717
uga,2006,1395334
uga,2007,1430784
uga,2008,1466080
uga,2009,1501235
uga,2010,1536329
uga,2011,1571495
uga,2012,1606898
uga,2013,1642664
uga,2014,1678847
uga,2015,1715486
uga,2016,1752577
uga,2017,1790024
ukr,2000,403592
ukr,2001,400489
ukr,2002,403389
ukr,2003,411381
ukr,2004,423406
ukr,2005,437899
ukr,2006,453087
ukr,2007,467293
ukr,2008,479106
ukr,2009,487601
ukr,2010,492302
ukr,2011,493370
ukr,2012,491885
ukr,2013,488801
ukr,2014,484471
ukr,2015,479168
ukr,2016,473050
ukr,2017,466183
ury,2000,54192
ury,2001,53684
ury,2002,53185
ury,2003,52689
ury,2004,52202
ury,2005,51731
ury,2006,51283
ury,2007,50863
ury,2008,50472
ury,2009,50114
ury,2010,49789
ury,2011,49497
ury,2012,49231
ury,2013,48987
ury,2014,48760
ury,2015,48546
ury,2016,48344
ury,2017,48152
usa,2000,3966221
usa,2001,3996720
usa,2002,4032585
usa,2003,4069052
usa,2004,4102649
usa,2005,4127608
usa,2006,4138128
usa,2007,4132822
usa,2008,4112798
usa,2009,4080723
usa,2010,4042799
usa,2011,4007226
usa,2012,3981665
usa,2013,3971480
usa,2014,3978588
usa,2015,4002519
usa,2016,4040040
usa,2017,4084313
uzb,2000,564965
uzb,2001,555434
uzb,2002,551915
uzb,2003,554148
uzb,2004,561736
uzb,2005,573782
uzb,2006,588936
uzb,2007,605270
uzb,2008,620992
uzb,2009,634901
uzb,2010,646109
uzb,2011,654266
uzb,2012,659843
uzb,2013,663220
uzb,2014,664335
uzb,2015,663073
uzb,2016,659381
uzb,2017,653528
vct,2000,2152
vct,2001,2098
vct,2002,2052
vct,2003,2014
vct,2004,1985
vct,2005,1963
vct,2006,1945
vct,2007,1929
vct,2008,1911
vct,2009,1891
vct,2010,1867
vct,2011,1840
vct,2012,1813
vct,2013,1785
vct,2014,1757
vct,2015,1730
vct,2016,1703
vct,2017,1677
ven,2000,582659
ven,2001,584945
ven,2002,587429
ven,2003,589979
ven,2004,592498
ven,2005,594898
ven,2006,597115
ven,2007,599113
ven,2008,600842
ven,2009,602240
ven,2010,603245
ven,2011,603818
ven,2012,603973
ven,2013,603732
ven,2014,603106
ven,2015,602103
ven,2016,600736
ven,2017,599053
vnm,2000,1408221
vnm,2001,1392179
vnm,2002,1389476
vnm,2003,1396082
vnm,2004,1409970
vnm,2005,1429285
vnm,2006,1452484
vnm,2007,1478029
vnm,2008,1504074
vnm,2009,1528602
vnm,2010,1549577
vnm,2011,1565541
vnm,2012,1576505
vnm,2013,1582721
vnm,2014,1584214
vnm,2015,1581762
vnm,2016,1576674
vnm,2017,1570352
vut,2000,6050
vut,2001,6071
vut,2002,6089
vut,2003,6108
vut,2004,6131
vut,2005,6164
vut,2006,6209
vut,2007,6267
vut,2008,6336
vut,2009,6417
vut,2010,6505
vut,2011,6598
vut,2012,6690
vut,2013,6777
vut,2014,6858
vut,2015,6930
vut,2016,6995
vut,2017,7054
wsm,2000,5348
wsm,2001,5322
wsm,2002,5303
wsm,2003,5297
wsm,2004,5302
wsm,2005,5312
wsm,2006,5320
wsm,2007,5317
wsm,2008,5296
wsm,2009,5258
wsm,2010,5202
wsm,2011,5133
wsm,2012,5059
wsm,2013,4987
wsm,2014,4919
wsm,2015,4861
wsm,2016,4812
wsm,2017,4772
yem,2000,706825
yem,2001,714600
yem,2002,723509
yem,2003,733085
yem,2004,743228
yem,2005,754023
yem,2006,765641
yem,2007,778085
yem,2008,791178
yem,2009,804592
yem,2010,817852
yem,2011,830444
yem,2012,841949
yem,2013,852038
yem,2014,860515
yem,2015,867303
yem,2016,872499
yem,2017,876470
zaf,2000,1112093
zaf,2001,1117480
zaf,2002,1122769
zaf,2003,1127922
zaf,2004,1132891
zaf,2005,1137825
zaf,2006,1142984
zaf,2007,1148505
zaf,2008,1154353
zaf,2009,1160308
zaf,2010,1165963
zaf,2011,1170820
zaf,2012,1174457
zaf,2013,1176583
zaf,2014,1177085
zaf,2015,1175983
zaf,2016,1173458
zaf,2017,1169926
zmb,2000,472404
zmb,2001,482968
zmb,2002,492830
zmb,2003,502032
zmb,2004,510652
zmb,2005,518830
zmb,2006,526762
zmb,2007,534732
zmb,2008,543018
zmb,2009,551822
zmb,2010,561334
zmb,2011,571671
zmb,2012,582786
zmb,2013,594611
zmb,2014,607120
zmb,2015,620261
zmb,2016,633958
zmb,2017,648077
zwe,2000,408063
zwe,2001,414629
zwe,2002,422377
zwe,2003,431216
zwe,2004,441016
zwe,2005,451733
zwe,2006,463320
zwe,2007,475471
zwe,2008,487740
zwe,2009,499644
zwe,2010,510492
zwe,2011,519607
zwe,2012,526681
zwe,2013,531609
zwe,2014,534424
zwe,2015,535370
zwe,2016,534895
zwe,2017,533700
